5906,6747,48186
5906,6896,6585
5901,6514,6963
5981,6256,6840

6160,6895,41938
6147,6784,7193
6028,6324,6876
5959,6319,7054

6175,6505,31476
6133,6285,6557
6069,6352,6325
6045,6306,6721

6023,6434,25363
6006,6308,6322
6018,6312,6631
6013,6259,7249
