"STATION","NAME","DATE","TMAX"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-18","76"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-19","78"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-20","79"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-21","71"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-22","85"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-23","83"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-24","84"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-25","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-26","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-27","93"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-28","82"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-29","56"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-04-30","76"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-01","84"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-02","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-03","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-04","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-05","85"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-06","78"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-07","88"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-08","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-09","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-10","96"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-11","96"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-12","71"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-13","71"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-14","80"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-15","83"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-16","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-17","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-18","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-19","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-20","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-21","81"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-22","63"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-23","80"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-24","83"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-25","84"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-26","78"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-27","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-28","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-29","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-30","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-05-31","74"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-01","81"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-02","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-03","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-04","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-05","88"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-06","88"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-07","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-08","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-09","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-10","93"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-11","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-12","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-13","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-14","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-15","93"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-16","81"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-17","80"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-18","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-19","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-20","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-21","88"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-22","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-23","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-24","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-25","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-26","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-27","93"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-28","85"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-29","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-06-30","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-01","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-02","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-03","88"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-04","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-05","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-06","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-07","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-08","83"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-09","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-10","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-11","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-12","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-13","95"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-14","97"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-15","98"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-16","97"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-17","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-18","98"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-19","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-20","98"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-21","101"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-22","101"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-23","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-24","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-25","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-26","101"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-27","102"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-28","102"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-29","101"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-30","100"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-07-31","100"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-01","100"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-02","97"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-03","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-04","100"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-05","100"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-06","103"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-07","103"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-08","104"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-09","104"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-10","104"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-11","104"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-12","102"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-13","101"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-14","102"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-15","102"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-16","98"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-17","96"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-18","97"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-19","101"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-20","96"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-21","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-22","97"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-23","100"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-24","100"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-25","97"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-26","96"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-27","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-28","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-29","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-30","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-08-31","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-01","95"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-02","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-03","95"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-04","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-05","96"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-06","96"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-07","98"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-08","99"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-09","98"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-10","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-11","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-12","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-13","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-14","93"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-15","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-16","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-17","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-18","96"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-19","97"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-20","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-21","84"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-22","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-23","95"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-24","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-25","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-26","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-27","92"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-28","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-29","88"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-09-30","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-01","90"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-02","93"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-03","85"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-04","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-05","82"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-06","82"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-07","83"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-08","89"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-09","81"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-10","82"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-11","82"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-12","93"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-13","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-14","88"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-15","94"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-16","91"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-17","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-18","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-19","84"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-20","80"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-21","81"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-22","80"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-23","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-24","75"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-25","62"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-26","69"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-27","72"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-28","85"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-29","74"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-30","82"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-10-31","80"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-01","69"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-02","74"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-03","83"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-04","81"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-05","73"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-06","87"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-07","72"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-08","66"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-09","62"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-10","68"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-11","76"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-12","76"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-13","65"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-14","68"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-15","59"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-16","66"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-17","73"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-18","65"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-19","72"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-20","64"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-21","74"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-22","51"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-23","61"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-24","65"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-25","67"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-26","77"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-27","70"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-28","41"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-29","37"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-11-30","41"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-01","54"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-02","58"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-03","60"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-04","65"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-05","64"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-06","62"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-07","65"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-08","70"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-09","77"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-10","74"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-11","76"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-12","86"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-13","73"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-14","59"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-15","75"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-16","64"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-17","56"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-18","59"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-19","61"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-20","65"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-21","67"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-22","72"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-23","77"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-24","73"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-25","72"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-26","76"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-27","75"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-28","34"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-29","41"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-30","55"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2015-12-31","55"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-01","46"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-02","40"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-03","43"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-04","57"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-05","50"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-06","48"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-07","55"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-08","67"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-09","65"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-10","45"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-11","45"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-12","54"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-13","63"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-14","66"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-15","69"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-16","66"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-17","50"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-18","61"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-19","50"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-20","70"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-21","66"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-22","57"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-23","54"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-24","64"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-25","70"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-26","65"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-27","46"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-28","55"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-29","70"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-30","76"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-01-31","83"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-01","80"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-02","84"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-03","61"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-04","50"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-05","57"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-06","60"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-07","58"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-08","72"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-09","58"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-10","68"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-11","78"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-12","81"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-13","74"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-14","79"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-15","73"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-16","70"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-17","74"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-18","80"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-19","81"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-20","83"
"USC00417944","SAN ANGELO WEATHER FORECAST OFFICE, TX US","2016-02-21","77"
