2071,3885,8926
1933,4214,3861
2113,3448,4361
2863,3033,3881
3557,4194,8651
3837,4041,4560
3237,3349,4205
2838,3310,4362
3932,3346,7094
3687,3375,3402
3275,3325,3487
3144,3351,3619
3064,3215,5714
3255,3273,3236
3181,3284,3431
3137,3338,3976
